rfq_index,rfq_date,rfq_product_type,rfq_location,rfq_title,rfq_description,supplier_index,supplier_name,supplier_product_type,supplier_product_name,supplier_product_description,supplier_delivery_area,product_match,location_match,text_similarity
143,2025-01-09,Food,Barcelona,Need Food,"Hello, I'm interested in purchasing Food for my upcoming project. Could you share your catalog and pricing?",922,Lawrence-Bridges,Sporting Goods,Zenith Solace Tracker,"Introducing our tracker, wearable device for tracking health metrics. Ideal for creative work..","Oslo, Vienna, Copenhagen, Dublin, Helsinki",0,0,0.0
144,2025-01-10,Furniture,Munich,Request for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Munich.",713,Hubbard-Rodriguez,Furniture,Obsidian Vista Chair,Discover the adjustable ergonomic chair for desk and office use. Perfect for professional setups..,"Lisbon, Warsaw, Budapest, Helsinki",1,0,0.0
144,2025-01-10,Furniture,Munich,Request for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Munich.",463,Stephens Ltd,Beauty,Aurora Flux Balm,Discover the wax-like substance to protect and soothe lips. Perfect for outdoor adventures..,"Rome, Berlin",0,0,0.0
144,2025-01-10,Furniture,Munich,Request for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Munich.",688,"Garcia, Mcfarland and Ferguson",Books,Aurora Reverie Book,"Introducing our book, illustrated book for young readers. Ideal for outdoor adventures..","Warsaw, Paris, Rome",0,0,0.0
144,2025-01-10,Furniture,Munich,Request for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Munich.",717,"Kelly, Meadows and Myers",Food,Pinnacle Solace Pasta,"Discover the long, thin pasta ideal for traditional italian dishes. Perfect for all-day comfort..","Athens, Rome, Zurich",0,0,0.0
144,2025-01-10,Furniture,Munich,Request for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Munich.",925,Lawrence-Bridges,Food,Quantum Solace Chocolate,"Introducing our chocolate, rich chocolate with a high cocoa content for intense flavor. Ideal for outdoor adventures..","Oslo, Vienna, Copenhagen, Dublin, Helsinki",0,0,0.0
145,2025-01-13,Beauty,Berlin,RFQ: Beauty,"Hi, do you have any Beauty available? I'm planning to buy soon and need delivery to Berlin.",625,Hamilton-Owens,Beauty,Eclipse Orbit Shampoo,Elevate your experience with liquid soap for cleaning hair and scalp. Designed for all-day comfort..,"Brussels, Berlin, Paris, Athens, Oslo",1,1,0.0
145,2025-01-13,Beauty,Berlin,RFQ: Beauty,"Hi, do you have any Beauty available? I'm planning to buy soon and need delivery to Berlin.",601,Vazquez Ltd,Clothing,Aurora Zenith T-Shirt,Discover the casual cotton shirt with short sleeves. Perfect for all-day comfort..,"Paris, Munich, Amsterdam",0,0,0.0
145,2025-01-13,Beauty,Berlin,RFQ: Beauty,"Hi, do you have any Beauty available? I'm planning to buy soon and need delivery to Berlin.",733,Young-Taylor,Furniture,Vertex Solace Table,Discover the low table designed for living room placement. Perfect for eco-conscious spaces..,"Prague, Barcelona, Munich",0,0,0.0
145,2025-01-13,Beauty,Berlin,RFQ: Beauty,"Hi, do you have any Beauty available? I'm planning to buy soon and need delivery to Berlin.",202,Davis-Reynolds,Furniture,Vertex Solace Frame,"Our frame stands out: support structure for mattresses, available in multiple sizes. Great for tech-savvy users..","Barcelona, Munich, Rome",0,0,0.05498206253871385
145,2025-01-13,Beauty,Berlin,RFQ: Beauty,"Hi, do you have any Beauty available? I'm planning to buy soon and need delivery to Berlin.",82,"Rosales, Ramirez and Walker",Books,Luminous Eclipse Book,"Introducing our book, guidebook offering advice for personal improvement. Ideal for all-day comfort..","Munich, Vienna, Dublin",0,0,0.0
146,2025-01-14,Toys,Warsaw,Request for Toys,"Hi, I'm looking for high-quality Toys to be delivered to Warsaw. Please let me know your best offer.",950,"Hall, Joseph and Rodriguez",Toys,Celestial Vector Set,"Introducing our set, set of pieces to be assembled into a complete picture. Ideal for on-the-go convenience..","Copenhagen, Zurich",1,0,0.0
146,2025-01-14,Toys,Warsaw,Request for Toys,"Hi, I'm looking for high-quality Toys to be delivered to Warsaw. Please let me know your best offer.",876,Sampson and Sons,Sporting Goods,Pinnacle Flux Mat,"Introducing our mat, mat providing cushioning for yoga and exercises. Ideal for tech-savvy users..","Madrid, Stockholm, Athens, Prague, Barcelona",0,0,0.0
146,2025-01-14,Toys,Warsaw,Request for Toys,"Hi, I'm looking for high-quality Toys to be delivered to Warsaw. Please let me know your best offer.",995,Hunt Ltd,Audio,Vivid Arc Soundbar,"Introducing our soundbar, compact speaker system designed to enhance tv audio. Ideal for creative work..","Stockholm, Paris",0,0,0.0
146,2025-01-14,Toys,Warsaw,Request for Toys,"Hi, I'm looking for high-quality Toys to be delivered to Warsaw. Please let me know your best offer.",361,Jackson-Garcia,Furniture,Aurora Wave Bookshelf,Our bookshelf stands out: multi-tier shelf for storing books and decorations. Great for home enthusiasts..,"Paris, Oslo, Vienna",0,0,0.0
146,2025-01-14,Toys,Warsaw,Request for Toys,"Hi, I'm looking for high-quality Toys to be delivered to Warsaw. Please let me know your best offer.",123,"Hall, Campbell and Lewis",Service,Serene Mirage Support,"Our support stands out: technical assistance for computers, networks, and devices. Great for professional setups..","Barcelona, Oslo, Zurich, Dublin, Paris",0,0,0.0
147,2025-01-15,Furniture,Dublin,Seeking Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Dublin.",152,Hayes Inc,Furniture,Pinnacle Zenith Chair,Experience adjustable ergonomic chair for desk and office use. Loved by outdoor adventures..,"Stockholm, Copenhagen, Athens, Rome",1,0,0.0
147,2025-01-15,Furniture,Dublin,Seeking Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Dublin.",151,Hayes Inc,Food,Echo Essence Oil,"Introducing our oil, cold-pressed extra virgin olive oil for cooking and salads. Ideal for outdoor adventures..","Stockholm, Copenhagen, Athens, Rome",0,0,0.0
147,2025-01-15,Furniture,Dublin,Seeking Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Dublin.",964,Harmon-Pace,Audio,Vivid Matrix Speaker,Our speaker stands out: wireless speaker with bluetooth connectivity and rich sound. Great for home enthusiasts..,"Oslo, Munich, Copenhagen, Madrid, Zurich",0,0,0.0
147,2025-01-15,Furniture,Dublin,Seeking Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Dublin.",705,"Thomas, Walls and Taylor",Service,Quantum Pinnacle Tutoring,"Introducing our tutoring, one-on-one educational support for various school subjects. Ideal for modern lifestyles..","Budapest, Warsaw",0,0,0.0
147,2025-01-15,Furniture,Dublin,Seeking Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Dublin.",450,"Ramirez, Lee and Sanchez",Food,Solstice Flux Chocolate,Discover the rich chocolate with a high cocoa content for intense flavor. Perfect for eco-conscious spaces..,"Copenhagen, Berlin, Budapest",0,0,0.0
148,2025-01-16,Clothing,Amsterdam,Looking for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Amsterdam.",754,"Ray, Gonzalez and Hart",Clothing,Radiant Vector Jacket,Discover the insulated jacket for cold weather protection. Perfect for professional setups..,"Prague, Madrid, Barcelona",1,0,0.0
148,2025-01-16,Clothing,Amsterdam,Looking for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Amsterdam.",966,Fernandez-Mccormick,Sporting Goods,Celestial Vista Set,Experience adjustable or fixed-weight dumbbells for strength training. Loved by tech-savvy users..,"Athens, Budapest, Berlin, Brussels, Lisbon",0,0,0.0
148,2025-01-16,Clothing,Amsterdam,Looking for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Amsterdam.",96,Garcia Ltd,Books,Solstice Vector Book,Our book stands out: guidebook offering advice for personal improvement. Great for home enthusiasts..,"Paris, Zurich, Prague, Vienna, Warsaw",0,0,0.0
148,2025-01-16,Clothing,Amsterdam,Looking for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Amsterdam.",71,"Edwards, Moore and Ayers",Books,Obsidian Vector Cookbook,"Introducing our cookbook, collection of recipes and cooking tips. Ideal for on-the-go convenience..","Zurich, Stockholm, Budapest",0,0,0.0
148,2025-01-16,Clothing,Amsterdam,Looking for Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Amsterdam.",620,Nguyen-Carpenter,Beauty,Obsidian Vector Polish,Our polish stands out: colored lacquer applied to fingernails or toenails. Great for creative work..,"Dublin, Lisbon, Berlin, Warsaw",0,0,0.0
149,2025-01-17,Books,Vienna,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",595,Hawkins-Smith,Books,Aurora Matrix Cookbook,Our cookbook stands out: collection of recipes and cooking tips. Great for eco-conscious spaces..,"Stockholm, Brussels, Amsterdam, Paris, Lisbon",1,0,0.0
149,2025-01-17,Books,Vienna,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",465,Stephens Ltd,Toys,Pinnacle Vertex Car,"Introducing our car, remote-controlled car powered by batteries. Ideal for tech-savvy users..","Rome, Berlin",0,0,0.0
149,2025-01-17,Books,Vienna,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",612,"Delgado, Frank and Long",Beauty,Cascade Pinnacle Balm,Discover the wax-like substance to protect and soothe lips. Perfect for modern lifestyles..,"Vienna, Budapest",0,1,0.0
149,2025-01-17,Books,Vienna,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",303,Newton Inc,Furniture,Radiant Odyssey Frame,"Elevate your experience with support structure for mattresses, available in multiple sizes. Designed for outdoor adventures..","Athens, Madrid, Warsaw",0,0,0.0
149,2025-01-17,Books,Vienna,Request for Books,"Hello, I'm interested in purchasing Books for my upcoming project. Could you share your catalog and pricing?",490,"Ford, Brown and Hughes",Toys,Zenith Eclipse Blocks,Experience colorful interlocking pieces for constructive play. Loved by everyday use..,"Rome, Zurich, Dublin, Helsinki",0,0,0.0
150,2025-01-20,Electronics,Athens,RFQ: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",839,"King, Dean and Williams",Electronics,Nexus Essence Laptop,Experience portable computer for personal or professional use. Loved by on-the-go convenience..,"Rome, Budapest, Prague, Amsterdam, Copenhagen",1,0,0.0
150,2025-01-20,Electronics,Athens,RFQ: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",759,Wood-Marshall,Audio,Aurora Horizon Soundbar,Experience compact speaker system designed to enhance tv audio. Loved by creative work..,"Lisbon, Brussels, Vienna, Stockholm, Rome",0,0,0.0
150,2025-01-20,Electronics,Athens,RFQ: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",919,Quinn-Ortega,Sporting Goods,Radiant Eclipse Ball,Discover the ball used in the sport of soccer/football. Perfect for home enthusiasts..,"Paris, Amsterdam, Athens",0,1,0.0
150,2025-01-20,Electronics,Athens,RFQ: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",541,Green-Cole,Toys,Solstice Pinnacle Car,Discover the remote-controlled car powered by batteries. Perfect for modern lifestyles..,"Berlin, Barcelona, Stockholm, Paris",0,0,0.0
150,2025-01-20,Electronics,Athens,RFQ: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",929,Lawrence-Bridges,Furniture,Radiant Spectrum Table,Experience low table designed for living room placement. Loved by outdoor adventures..,"Oslo, Vienna, Copenhagen, Dublin, Helsinki",0,0,0.0
151,2025-01-21,Service,Munich,RFQ: Service,"Dear supplier, I need Service delivered to Munich. Kindly send me details on availability and cost.",195,Christian and Sons,Service,Echo Pinnacle Support,"Our support stands out: technical assistance for computers, networks, and devices. Great for eco-conscious spaces..","Helsinki, Budapest, Vienna, Dublin, Rome",1,0,0.0
151,2025-01-21,Service,Munich,RFQ: Service,"Dear supplier, I need Service delivered to Munich. Kindly send me details on availability and cost.",167,"Ross, Tyler and Fleming",Beauty,Eclipse Matrix Shampoo,Elevate your experience with liquid soap for cleaning hair and scalp. Designed for professional setups..,"Athens, Amsterdam, Prague",0,0,0.0
151,2025-01-21,Service,Munich,RFQ: Service,"Dear supplier, I need Service delivered to Munich. Kindly send me details on availability and cost.",633,Yang Inc,Sporting Goods,Vertex Reverie Racket,Our racket stands out: lightweight racket for playing tennis. Great for eco-conscious spaces..,"Prague, Rome",0,0,0.0
151,2025-01-21,Service,Munich,RFQ: Service,"Dear supplier, I need Service delivered to Munich. Kindly send me details on availability and cost.",331,"Werner, Frey and Stein",Books,Nimbus Reverie Book,"Introducing our book, illustrated book for young readers. Ideal for creative work..","Madrid, Brussels, Copenhagen",0,0,0.0
151,2025-01-21,Service,Munich,RFQ: Service,"Dear supplier, I need Service delivered to Munich. Kindly send me details on availability and cost.",9,Mosley-Moore,Sporting Goods,Cascade Mirage Tracker,Elevate your experience with wearable device for tracking health metrics. Designed for eco-conscious spaces..,"Lisbon, Warsaw",0,0,0.0
152,2025-01-22,Furniture,Copenhagen,RFQ: Furniture,"Dear supplier, I need Furniture delivered to Copenhagen. Kindly send me details on availability and cost.",397,"Robinson, Adams and Allen",Furniture,Radiant Eclipse Bookshelf,Elevate your experience with multi-tier shelf for storing books and decorations. Designed for home enthusiasts..,"Berlin, Brussels, Paris, Amsterdam, Rome",1,0,0.0
152,2025-01-22,Furniture,Copenhagen,RFQ: Furniture,"Dear supplier, I need Furniture delivered to Copenhagen. Kindly send me details on availability and cost.",689,"Garcia, Mcfarland and Ferguson",Electronics,Zenith Horizon Router,Experience device that distributes internet connection wirelessly. Loved by on-the-go convenience..,"Warsaw, Paris, Rome",0,0,0.0
152,2025-01-22,Furniture,Copenhagen,RFQ: Furniture,"Dear supplier, I need Furniture delivered to Copenhagen. Kindly send me details on availability and cost.",827,"Ellis, Lee and Hunt",Books,Obsidian Wave Book,Experience illustrated book for young readers. Loved by all-day comfort..,"Helsinki, Amsterdam",0,0,0.0
152,2025-01-22,Furniture,Copenhagen,RFQ: Furniture,"Dear supplier, I need Furniture delivered to Copenhagen. Kindly send me details on availability and cost.",129,Kennedy Ltd,Toys,Pinnacle Orbit Car,Experience remote-controlled car powered by batteries. Loved by outdoor adventures..,"Prague, Barcelona",0,0,0.0
152,2025-01-22,Furniture,Copenhagen,RFQ: Furniture,"Dear supplier, I need Furniture delivered to Copenhagen. Kindly send me details on availability and cost.",185,Jones Inc,Toys,Eclipse Aura Set,Discover the set of pieces to be assembled into a complete picture. Perfect for modern lifestyles..,"Dublin, Helsinki, Brussels",0,0,0.0
153,2025-01-23,Food,Vienna,Need Food,"Hi, do you have any Food available? I'm planning to buy soon and need delivery to Vienna.",211,Schultz LLC,Food,Eclipse Horizon Yogurt,"Introducing our yogurt, thick, creamy yogurt rich in protein and probiotics. Ideal for on-the-go convenience..","Brussels, Prague, Berlin",1,0,0.0
153,2025-01-23,Food,Vienna,Need Food,"Hi, do you have any Food available? I'm planning to buy soon and need delivery to Vienna.",580,Allen and Sons,Audio,Serene Mirage Soundbar,Our soundbar stands out: compact speaker system designed to enhance tv audio. Great for home enthusiasts..,"Prague, Zurich, Madrid, Lisbon, Budapest",0,0,0.0
153,2025-01-23,Food,Vienna,Need Food,"Hi, do you have any Food available? I'm planning to buy soon and need delivery to Vienna.",5,Avila-Blake,Beauty,Solstice Mirage Polish,Our polish stands out: colored lacquer applied to fingernails or toenails. Great for home enthusiasts..,"Berlin, Stockholm, Rome",0,0,0.0
153,2025-01-23,Food,Vienna,Need Food,"Hi, do you have any Food available? I'm planning to buy soon and need delivery to Vienna.",387,Meyer-Bennett,Clothing,Nexus Pulse Jacket,"Introducing our jacket, insulated jacket for cold weather protection. Ideal for modern lifestyles..","Vienna, Munich, Prague",0,1,0.0
153,2025-01-23,Food,Vienna,Need Food,"Hi, do you have any Food available? I'm planning to buy soon and need delivery to Vienna.",320,"Norris, Torres and Lee",Electronics,Nimbus Matrix Router,"Introducing our router, device that distributes internet connection wirelessly. Ideal for everyday use..","Warsaw, Berlin",0,0,0.0
154,2025-01-24,Audio,Berlin,Request for Audio,"Dear supplier, I need Audio delivered to Berlin. Kindly send me details on availability and cost.",55,Spencer LLC,Audio,Echo Solace Soundbar,Experience compact speaker system designed to enhance tv audio. Loved by creative work..,"Prague, Warsaw, Amsterdam, Munich",1,0,0.1283609166631891
154,2025-01-24,Audio,Berlin,Request for Audio,"Dear supplier, I need Audio delivered to Berlin. Kindly send me details on availability and cost.",881,"Willis, Sanders and Singleton",Electronics,Serene Reverie Laptop,Our laptop stands out: portable computer for personal or professional use. Great for modern lifestyles..,"Paris, Barcelona, Oslo, Copenhagen, Athens",0,0,0.0
154,2025-01-24,Audio,Berlin,Request for Audio,"Dear supplier, I need Audio delivered to Berlin. Kindly send me details on availability and cost.",402,Moreno Inc,Toys,Solstice Orbit Set,Our set stands out: set of pieces to be assembled into a complete picture. Great for outdoor adventures..,"Lisbon, Copenhagen, Budapest, Rome, Berlin",0,1,0.0
154,2025-01-24,Audio,Berlin,Request for Audio,"Dear supplier, I need Audio delivered to Berlin. Kindly send me details on availability and cost.",638,Robbins Inc,Clothing,Luminous Solace Sneakers,Our sneakers stands out: comfortable footwear for everyday use or sports. Great for all-day comfort..,"Budapest, Barcelona, Dublin, Vienna, Brussels",0,0,0.0
154,2025-01-24,Audio,Berlin,Request for Audio,"Dear supplier, I need Audio delivered to Berlin. Kindly send me details on availability and cost.",614,"Delgado, Frank and Long",Clothing,Nexus Pinnacle Jeans,"Introducing our jeans, denim trousers suitable for casual wear. Ideal for tech-savvy users..","Vienna, Budapest",0,0,0.0
155,2025-01-27,Audio,Paris,Request for Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",856,Prince-Taylor,Audio,Prism Horizon Soundbar,Elevate your experience with compact speaker system designed to enhance tv audio. Designed for tech-savvy users..,"Amsterdam, Zurich",1,0,0.13139390095507772
155,2025-01-27,Audio,Paris,Request for Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",890,"Miles, Williams and Campbell",Furniture,Prism Vertex Table,Elevate your experience with low table designed for living room placement. Designed for creative work..,"Lisbon, Helsinki, Madrid, Barcelona",0,0,0.0
155,2025-01-27,Audio,Paris,Request for Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",316,"Jones, Brown and Odonnell",Service,Pinnacle Odyssey Cleaning,"Our cleaning stands out: complete house cleaning service including dusting, vacuuming, and sanitizing. Great for all-day comfort..","Helsinki, Warsaw, Madrid, Amsterdam, Copenhagen",0,0,0.0
155,2025-01-27,Audio,Paris,Request for Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",16,"Garcia, Hood and Holden",Food,Eclipse Odyssey Bar,"Discover the a wholesome snack bar made with oats, honey, and nuts. Perfect for on-the-go convenience..","Zurich, Athens, Munich, Copenhagen",0,0,0.0
155,2025-01-27,Audio,Paris,Request for Audio,"Hello, I'm interested in purchasing Audio for my upcoming project. Could you share your catalog and pricing?",34,"Owens, Rowe and Salinas",Furniture,Vertex Horizon Frame,"Experience support structure for mattresses, available in multiple sizes. Loved by home enthusiasts..","Zurich, Paris, Rome, Amsterdam",0,1,0.0
156,2025-01-28,Beauty,Amsterdam,Inquiry: Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",5,Avila-Blake,Beauty,Solstice Mirage Polish,Our polish stands out: colored lacquer applied to fingernails or toenails. Great for home enthusiasts..,"Berlin, Stockholm, Rome",1,0,0.0
156,2025-01-28,Beauty,Amsterdam,Inquiry: Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",592,Hayes-Mcgrath,Furniture,Vivid Zenith Table,Experience low table designed for living room placement. Loved by creative work..,"Munich, Brussels, Helsinki, Warsaw, Oslo",0,0,0.0
156,2025-01-28,Beauty,Amsterdam,Inquiry: Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",363,"Ramirez, Peck and Thompson",Furniture,Velvet Mirage Bookshelf,Discover the multi-tier shelf for storing books and decorations. Perfect for outdoor adventures..,"Helsinki, Brussels, Oslo, Dublin",0,0,0.0
156,2025-01-28,Beauty,Amsterdam,Inquiry: Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",428,Garcia-Arias,Clothing,Vivid Pinnacle Jacket,Experience insulated jacket for cold weather protection. Loved by creative work..,"Vienna, Dublin, Zurich, Barcelona, Helsinki",0,0,0.0
156,2025-01-28,Beauty,Amsterdam,Inquiry: Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",39,"Owens, Rowe and Salinas",Furniture,Vivid Pulse Chair,Discover the adjustable ergonomic chair for desk and office use. Perfect for eco-conscious spaces..,"Zurich, Paris, Rome, Amsterdam",0,1,0.0
157,2025-01-29,Clothing,Helsinki,RFQ: Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Helsinki.",947,"Hall, Joseph and Rodriguez",Clothing,Celestial Vista Sneakers,Discover the comfortable footwear for everyday use or sports. Perfect for everyday use..,"Copenhagen, Zurich",1,0,0.0
157,2025-01-29,Clothing,Helsinki,RFQ: Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Helsinki.",602,Vazquez Ltd,Beauty,Aurora Orbit Polish,Our polish stands out: colored lacquer applied to fingernails or toenails. Great for modern lifestyles..,"Paris, Munich, Amsterdam",0,0,0.0
157,2025-01-29,Clothing,Helsinki,RFQ: Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Helsinki.",567,"Mcbride, Cruz and Barnett",Toys,Zenith Orbit Set,Elevate your experience with set of pieces to be assembled into a complete picture. Designed for professional setups..,"Berlin, Zurich, Oslo, Copenhagen, Amsterdam",0,0,0.0
157,2025-01-29,Clothing,Helsinki,RFQ: Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Helsinki.",734,Newman-Walker,Audio,Cascade Wave Headphones,Experience headphones that reduce ambient noise for focused listening. Loved by all-day comfort..,"Budapest, Copenhagen",0,0,0.0
157,2025-01-29,Clothing,Helsinki,RFQ: Clothing,"Hi, do you have any Clothing available? I'm planning to buy soon and need delivery to Helsinki.",355,Dalton-Salinas,Sporting Goods,Radiant Mirage Tracker,Experience wearable device for tracking health metrics. Loved by on-the-go convenience..,"Oslo, Stockholm",0,0,0.0
158,2025-01-30,Clothing,Athens,Looking for Clothing,"Dear supplier, I need Clothing delivered to Athens. Kindly send me details on availability and cost.",353,Dalton-Salinas,Clothing,Zenith Wave Pack,Our pack stands out: multiple pairs of cotton or wool socks for daily use. Great for professional setups..,"Oslo, Stockholm",1,0,0.0
158,2025-01-30,Clothing,Athens,Looking for Clothing,"Dear supplier, I need Clothing delivered to Athens. Kindly send me details on availability and cost.",642,"King, Greene and Glass",Food,Velvet Horizon Pasta,"Introducing our pasta, long, thin pasta ideal for traditional italian dishes. Ideal for professional setups..","Lisbon, Brussels, Vienna, Helsinki, Munich",0,0,0.0
158,2025-01-30,Clothing,Athens,Looking for Clothing,"Dear supplier, I need Clothing delivered to Athens. Kindly send me details on availability and cost.",125,"Hall, Campbell and Lewis",Furniture,Velvet Wave Chair,Our chair stands out: adjustable ergonomic chair for desk and office use. Great for home enthusiasts..,"Barcelona, Oslo, Zurich, Dublin, Paris",0,0,0.0
158,2025-01-30,Clothing,Athens,Looking for Clothing,"Dear supplier, I need Clothing delivered to Athens. Kindly send me details on availability and cost.",155,"Robinson, Orozco and Anderson",Books,Serene Eclipse Cookbook,Our cookbook stands out: collection of recipes and cooking tips. Great for outdoor adventures..,"Budapest, Helsinki",0,0,0.0
158,2025-01-30,Clothing,Athens,Looking for Clothing,"Dear supplier, I need Clothing delivered to Athens. Kindly send me details on availability and cost.",356,Gordon Inc,Audio,Vivid Reverie Soundbar,Discover the compact speaker system designed to enhance tv audio. Perfect for everyday use..,"Zurich, Brussels, Munich",0,0,0.0
159,2025-01-31,Electronics,Oslo,Request for Electronics,"Hello, I'm interested in purchasing Electronics for my upcoming project. Could you share your catalog and pricing?",84,"Rosales, Ramirez and Walker",Electronics,Serene Spectrum Router,Discover the device that distributes internet connection wirelessly. Perfect for creative work..,"Munich, Vienna, Dublin",1,0,0.0
159,2025-01-31,Electronics,Oslo,Request for Electronics,"Hello, I'm interested in purchasing Electronics for my upcoming project. Could you share your catalog and pricing?",896,Petty-Thomas,Beauty,Zenith Pinnacle Shampoo,Elevate your experience with liquid soap for cleaning hair and scalp. Designed for home enthusiasts..,"Helsinki, Vienna",0,0,0.0
159,2025-01-31,Electronics,Oslo,Request for Electronics,"Hello, I'm interested in purchasing Electronics for my upcoming project. Could you share your catalog and pricing?",195,Christian and Sons,Service,Echo Pinnacle Support,"Our support stands out: technical assistance for computers, networks, and devices. Great for eco-conscious spaces..","Helsinki, Budapest, Vienna, Dublin, Rome",0,0,0.0
159,2025-01-31,Electronics,Oslo,Request for Electronics,"Hello, I'm interested in purchasing Electronics for my upcoming project. Could you share your catalog and pricing?",617,Nguyen-Carpenter,Furniture,Quantum Vertex Set,Our set stands out: table with matching chairs for dining purposes. Great for home enthusiasts..,"Dublin, Lisbon, Berlin, Warsaw",0,0,0.0
159,2025-01-31,Electronics,Oslo,Request for Electronics,"Hello, I'm interested in purchasing Electronics for my upcoming project. Could you share your catalog and pricing?",231,Good-Smith,Books,Quantum Zenith Novel,Elevate your experience with fiction book involving suspense and investigation. Designed for tech-savvy users..,"Oslo, Budapest, Brussels, Munich",0,1,0.0
160,2025-02-03,Books,Madrid,Request for Books,"Dear supplier, I need Books delivered to Madrid. Kindly send me details on availability and cost.",827,"Ellis, Lee and Hunt",Books,Obsidian Wave Book,Experience illustrated book for young readers. Loved by all-day comfort..,"Helsinki, Amsterdam",1,0,0.0
160,2025-02-03,Books,Madrid,Request for Books,"Dear supplier, I need Books delivered to Madrid. Kindly send me details on availability and cost.",631,Yang Inc,Electronics,Pinnacle Mirage Router,Elevate your experience with device that distributes internet connection wirelessly. Designed for all-day comfort..,"Prague, Rome",0,0,0.0
160,2025-02-03,Books,Madrid,Request for Books,"Dear supplier, I need Books delivered to Madrid. Kindly send me details on availability and cost.",846,Richard LLC,Clothing,Nimbus Mirage T-Shirt,Elevate your experience with casual cotton shirt with short sleeves. Designed for outdoor adventures..,"Rome, Budapest, Lisbon",0,0,0.0
160,2025-02-03,Books,Madrid,Request for Books,"Dear supplier, I need Books delivered to Madrid. Kindly send me details on availability and cost.",233,Good-Smith,Audio,Pinnacle Mirage Speaker,Experience wireless speaker with bluetooth connectivity and rich sound. Loved by creative work..,"Oslo, Budapest, Brussels, Munich",0,0,0.0
160,2025-02-03,Books,Madrid,Request for Books,"Dear supplier, I need Books delivered to Madrid. Kindly send me details on availability and cost.",573,"Mcbride, Cruz and Barnett",Sporting Goods,Aurora Eclipse Mat,Elevate your experience with mat providing cushioning for yoga and exercises. Designed for modern lifestyles..,"Berlin, Zurich, Oslo, Copenhagen, Amsterdam",0,0,0.0
161,2025-02-04,Furniture,Helsinki,RFQ: Furniture,"Hello, I'm searching for Furniture with specific features. Do you have anything suitable in stock?",199,Christian and Sons,Furniture,Nimbus Vertex Chair,"Introducing our chair, adjustable ergonomic chair for desk and office use. Ideal for tech-savvy users..","Helsinki, Budapest, Vienna, Dublin, Rome",1,1,0.0
161,2025-02-04,Furniture,Helsinki,RFQ: Furniture,"Hello, I'm searching for Furniture with specific features. Do you have anything suitable in stock?",504,Bowers LLC,Service,Serene Orbit Cleaning,"Elevate your experience with complete house cleaning service including dusting, vacuuming, and sanitizing. Designed for eco-conscious spaces..","Rome, Vienna, Lisbon",0,0,0.0
